168026879741003267738,津包饺,03月06日 22:59,4876429206487187,各國應轟炸俄羅斯境內“暈輸線”……當年“炮擊金門”很久，最後因美國切斷了“廈門車站”運輸線，炮擊金門才止。（而不應去烏克蘭建軍工廠：俄會集中火力轟炸。）@美国驻华大使馆 @英國駐華使館 @歐盟在中國 @烏克蘭信使,0,5,3
168026879741003267738,JRPG斐哥,03月06日 22:58,4876428988124266,"这张照片是1992年对岸的RPG爱好者们开办的座谈会。这样的“史前神仙会议”，实在是让我心驰神往。
90年代中后期，DARKBABY徐老师也经常参加上海主机玩家们的交流会，还经常探讨“御三家”的未来，这样的氛围也是让我无比羡慕。
其实无论是在台北，还是在上海，我们这样的RPG痴迷者，肯定还是极少数。尤 展开c",25,8,70
168026879741003267738,俄罗斯卫星通讯社,03月06日 22:58,4876428979471750,【美国驻安卡拉大使就马克•米利访问叙利亚一事被召唤至土耳其外交部】安卡拉外交消息人士对俄罗斯卫星通讯社称，美国驻安卡拉大使杰夫•弗莱克已因美国参谋长联席会议主席马克•米利访问叙利亚一事而被传唤到土耳其外交部。O美国驻安卡拉大使就马克•米利访问叙利亚一事被召唤至土耳其外交部,3,3,21
168026879741003267738,军事在前沿,03月06日 22:58,4876428955353192,《插手台海挑衅？韩国3架军机直闯台湾空域，中方24架军机紧急起飞》美国等这样的机会已经很久了，如何才能最大程度的削弱俄罗斯，才是美国一直关注的，没有了俄罗斯这样的劲敌，中国将会成为美国最主要的对手！O网页链接,0,0,0
168026879741003267738,小猫荐剧,03月06日 22:58,4876428955093819,俄罗斯公布长期盟友名单，中国不在其中，普京良苦用心我们意会了 L小猫荐剧的微博视频,0,0,0
168026879741003267738,五桶工坊,03月06日 22:57,4876428607495596,俄罗斯正在把双管 25 毫米舰炮安装到MT-LB装甲车上作为步兵战车使用。2M-3M型双 25 毫米舰炮生产于苏联上世纪50年代，而MT-LB装甲车是俄军经常使用的一种消耗性的履带式平台。这二者一结合就变成了缝合怪！有人说这是俄罗斯的步战车打光了，我倒不这么看，毕竟MT-LB作为一款装甲运输车原本的车载武器只 展开c,2,7,14
168026879741003267738,香港商報網,03月06日 22:57,4876428519146420,【#德媒称已基本实现对俄气的替代#】#德国下一个冬季储气仍面临挑战# 据德新社4日报道，德国能源监管机构联邦网络局的数据显示，德国加大从挪威等国进口天然气后，已基本实现对俄罗斯天然气的进口替代。据德媒报道，在2017年至2022年2月间，德国平均每月净进口77太瓦时的天然气，用于满足国内需要和填 展开c,0,4,4
168026879741003267738,哎哟我滴个乖乖哟,03月06日 22:56,4876428480353908,郭正亮：伊朗航空业至少比俄罗斯好，俄罗斯烂到要买伊朗的无人机我是有点不测#中国##台湾##俄乌局面##关注俄乌局面最新停顿# L哎哟我滴个乖乖哟的微博视频,0,0,1
168026879741003267738,猫头鹰白桃冰,03月06日 22:56,4876428452038977,"上学期在图书馆借了一本《论宗教大法官的传说》，其实没完全看懂打算等学宗教之后再看一遍。
和友聊天：对这本印象最深是因为它被放在厕所门口，找的时候忍味儿忍了很久。
我：但是好像俄罗斯文学都在那边
友：……好吧……倒也符合",0,6,1
168026879741003267738,DonaLmui,03月06日 22:56,4876428426349117,2014年2月11日至14日，安妮和驸马在索契冬奥会期间访问俄罗斯，不知道是刷公务顺便看冬奥会还是看冬奥会顺便刷公务。安妮作为英国奥委会主席，半个世纪以来几乎不会错过任何一届夏奥会，冬奥会偶尔出席。,0,3,9
168026880776901810221,乌克兰老李,03月06日 22:56,4876428346654938,俄羅斯與白俄羅斯將被逐出歐洲高等教育資格互認公約-鳳凰秀 O网页链接,0,0,10
168026880776901810221,这就是宇宙,03月06日 22:55,4876428158173477,赖岳谦：拜登突访基辅防空警声报大作是演戏，当天俄罗斯根本没有任何攻打#中国##台湾##美国##俄乌局面# L这就是宇宙的微博视频,0,0,0
168026880776901810221,九天揽月之吃瓜群众,03月06日 22:54,4876427944005303,拉夫罗夫称乌军先发动战争，惨遭印度人嘲笑，暴露普京的重大失策O网页链接 武器武器不行，后勤后勤不行，作战作战不行！现在就连“舆论战”也遭人嘲笑！俄罗斯你是怎么了？！😂,0,0,0
168026880776901810221,沙姆雄狮_EL,03月06日 22:54,4876427838625371,"斯瓦托沃——克列缅纳亚方向，俄罗斯军队使用电子战设备击落乌克兰军队的一架无人机。

#俄乌局势新进展##俄乌局势#",4,1,37
168026880776901810221,辣卤输卵管,03月06日 22:54,4876427764175438,妊宝和俄罗斯娜娜还有菲菲姐坐一起了，对我眼睛很好。,0,0,2
168026880776901810221,缘木球鱼,03月06日 22:52,4876427491022992,瓦格纳的战士们在巴赫穆特高尔基大街上的坦克纪念碑挂上了瓦格纳的旗帜！太帅了可惜米格-17纪念碑可能已经被乌军炸毁了。#俄乌局势新进展##关注俄乌局势最新进展##俄罗斯# L缘木球鱼的微博视频,6,8,56
168026880776901810221,李建秋的世界,03月06日 22:52,4876427457467462,"虽然我国的传媒拉胯，但是拜这个世界上还有一些外国人在华，他们也是做自媒体的，所见所闻也能代表一些问题。
是的，我国传媒拉胯，我国传媒拉胯，我国传媒拉胯，说三遍。

这个视频是一个俄罗斯汽车博主拍的，每年他都会参加广州车展。
2021年，2022年，点击率最高。
视频下面的俄罗斯人羡慕坏了。

展开c",209,394,7884
168026880776901810221,杭德轻轨,03月06日 22:52,4876427349201396,"俄罗斯现阶段的中心任务还是要消灭乌反攻能力有生力量，重点剪除乌空降能力，并防止老美利用乌开辟发起新一轮生化战场，积极保护俄国内生化科学家安全。#军阀##防范非法集资,普及金融知识##防范非法集资,普及金融知识#日常",0,0,0
168026880776901810221,时代草稿,03月06日 22:52,4876427285763045,"俄乌战争（31）普京时代

#俄称美企图在乌使用化武嫁祸俄方# 晋凉王普京执掌俄罗斯，以铁腕的执政风格，一次次吸引世界的目光。他攻车臣、灭寡头，与西方势力强硬争锋，立志要让俄罗斯站上世界强国之位，他做到了吗？普京如何登上总统之位？已经四次出任的他，又用什么样的方法来复兴俄罗斯？#兵者凶器 展开c",0,0,5
168026880776901810221,豫章天子,03月06日 22:51,4876427046949622,俄罗斯防空部队的铠甲S防空导弹在Tuapse港停泊处执行战斗任务。 L豫章天子的微博视频,1,0,17
168026882260001810221,侍者达芬奇,03月06日 22:50,4876426778253822,"#白俄罗斯杯##莫济里#

2022-23赛季白俄罗斯杯四分之一决赛首回合，莫济里斯拉维亚（2:0）斯卢茨克。

62′弗拉迪米尔·波洛兹、88′Nikolay Ryabykh",0,0,0
168026882260001810221,直新闻,03月06日 22:50,4876426756754195,"#俄乌军事冲突持续一周年#【宋鲁郑：俄乌冲突难以收场 欧盟面临“解体”危机丨慢点·访谈】#持续更新乌东局势# 俄乌冲突已经一年，战争烈度还在上升。

过去几周，乌东战场如同“绞肉机”，炮火昼夜不息，战略要地巴赫穆特一天内受到俄军85次攻击。加入乌军“国际战队”的退役美国海军陆战队士兵奥芬贝 展开c",1,0,3
168026882260001810221,我在岸上看丨,03月06日 22:49,4876426728182894,美国划出红线，俄罗斯在伊朗未能获得导弹。,2,3,47
168026882260001810221,平行視覺_,03月06日 22:49,4876426698293809,"这名乌克兰战士，被俘后从容自若说：“荣耀归于乌克兰。”然后被处决。
这是对日内瓦公约的践踏，俄罗斯战犯必将受到海牙法庭的审判。 O网页链接",26,16,120
168026882260001810221,棉花絮飞,03月06日 22:49,4876426668935363,"中国在世界上的待遇如何？

世界各国对中国的态度暧昧，这是毋庸置疑的事实。这张信息图显示了世界上不同国家对待中国的方式。

调查数据显示，西方阵营对中国的看法大多是负面的。在日本、瑞典、澳大利亚、丹麦、英国和德国，大约四分之三的受访者表示不喜欢中国及其对世界的影响。对中国比较积极一点 展开c",44,388,1090
168026882260001810221,新浪军事,03月06日 22:49,4876426542843683,【#卡德罗夫臃肿现身引发中毒猜测#】上个月，卡德罗夫缺席俄罗斯总统普京在莫斯科发表国情咨文的大会。有关人士称，严重肾病可能是卡德罗夫缺席的原因。卡德罗夫的私人飞机最近多次飞往阿联酋。哈萨克斯坦记者阿扎马特·迈塔诺夫在社交媒体上透露，“有消息称，阿联酋的首席肾病学家亚辛·易卜拉欣·沙哈 展开c,6,11,17
168026882260001810221,喝多了会武术,03月06日 22:49,4876426527118914,"#LV#
是因为乌 lv支持俄罗斯上的烫搜么",0,1,0
168026882260001810221,在泡泡中的小鱼,03月06日 22:48,4876426467082599,18：2，印度在G20上的背叛，让中国成唯一站在俄罗斯一边的国家 #俄乌战争 #印度 #G20外长会议 ##快手# @快手 来自快手消息 L瞩望云霄的快手视频,0,0,0
168026882260001810221,噗噗不想吃巧克力了,03月06日 22:47,4876426081736478,"好久没发微博了！谨以此篇，献给今日的麦麦：
今天晚上七点赶到城府路口的麦麦店里，本来想着人也不至于这么多，我就点了一些吃的（毕竟是派派活动加上麦乐鸡块）所以我就下单了；一开始我以为前面就只要五六十单，我想着等等吧。
但是定睛一看，前面居然还有150多单，麦麦的人气远远超过了我的想象； 展开c",0,0,2
168026883711993267735,吕培乔,03月06日 22:46,4876425922093691,"胃口真大，不是一次一次要了，你得按月供。
乌克兰防长致信欧盟：请每月供25万枚炮弹。
列兹尼科夫说：乌克兰由于缺乏补给，军队发射的炮弹远远不够。他在信中写道：火炮发挥了至关重要的作用，平均而言乌克兰每月需要发射11万枚155毫米口径炮弹，这只是俄罗斯使用量的四分之一。
评：胃口确实大，火炮 展开c",2,2,3
168026883711993267735,沙姆雄狮_EL,03月06日 22:46,4876425881195697,"顿涅茨克州，乌克兰军队使用无人机投弹破坏俄罗斯军队丢弃的一辆 T-80BV 坦克。

#俄乌局势新进展##俄乌局势# L沙姆雄狮_EL的微博视频",2,10,23
168026883711993267735,公方彬在思想,03月06日 22:46,4876425772142653,"我认为这其中反映着美国对中国的误读误解：
一个是误读了中国共产党反腐的决心，似乎我们只反国内贪官，不反财产转移到国外的贪官。
另一个是误以为中国的官员也像俄罗斯官员那样腐败，很多人有很多财产转移到美国等西方国家。
因为有了两个误读误解，才如此明目张胆的威胁中 展开c",15,52,341
168026883711993267735,非于KAKA,03月06日 22:45,4876425519432600,"读书人的日常

天气惊人的差。出租车玻璃上贴了淡紫色的膜，魔幻滤镜。原谅我一回来就喉咙痛，而且忙到心情不佳
昨夜失眠看了头两章纳博科夫的《玛丽》。爱情究竟是什么。初恋的美好回忆，与不可言说的思乡，与俄罗斯的旧时光交织在一起。又哀又美。

“逆向的思乡，即渴望去到又一个陌生的地方 展开c",3,15,18
168026883711993267735,素人观点,03月06日 22:45,4876425495318482,"#俄乌局势# #俄乌局势新进展# 俄罗斯对乌克兰的突袭继续
今天，俄罗斯军队袭击了顿涅茨克的顿河君士坦丁罗夫卡和克拉马托尔斯克，克拉马托尔斯克的袭击包括一所学校。",0,0,5
168026883711993267735,龙泉iqiupicom,03月06日 22:45,4876425495055073,海豹皮的色彩花纹是没有其它皮毛可以代替的，稀少是主要原因，穿海豹皮客人都要珍惜皮草，一件衣服多少只海豹呀，而且都是从国外运回来的，有的客人也会问，海豹毛肯定也有好次吧，当然啦，海豹活着的时候都容易嬉戏，海豹皮伤残划痕比较多，做衣服时候都要尽量避开划痕，绒毛也多少有区别，那也是冬天 展开c,0,0,0
